RestaurantID,RestaurantName,CuisineType,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrdersCount,UberEatsOrdersCount,DoorDashOrdersCount,SelfDeliveryOrdersCount,InStoreRevenue,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,TotalRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,TotalNetProfit,InStoreShare,UE_share,DD_share,SD_share,NetMarginPct,AggregatorDependence,AggregatorRevenueShare,CostBurden,DeliveryEfficiency,ScaleIndex,RevenuePerOrder,TotalRevenue_pt,MonthlyOrders_pt,ScaleIndex_pt,SD_DeliveryTotalCost_pt,PC1,PC2,PC3,ClusterID,GPI,ClusterLabel,StrategicRecommendation
126,Silver Fern Diner #126,Pizza,QSR,Ponsonby,1.0339,29.79,5058,1294,1275,1307,1182,38548.26,41473.42,40760.12,37096.42,157878.22,0.2923,0.4235,0.2973,16.7,2.54,3002.28,10955.42,-543.3,-533.96,7540.52,17418.68,0.2558,0.3387,0.3472,0.314,0.11032984790428978,0.6859,0.5208669061508294,0.7158,66.77966101694915,5229.4662,31.213566627125346,0.8331918772691931,1.0990835983205982,1.154930342713722,1.1111934343801901,-1.0129221526085659,0.8133333558049529,1.7966561486937935,4,54.2,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
127,Golden Wok #127,Vegan/Plant-Based,Bar/Pub,Ponsonby,1.0062,39.87,1980,835,568,387,190,33291.45,24111.93,16364.89,7906.9,81675.17,0.2603,0.3089,0.2927,9.8,1.18,224.2,14341.96,3329.86,2259.99,3182.09,23113.9,0.4217,0.4961,0.338,0.1659,0.2829978805064012,0.8341000000000001,0.4955829293039733,0.5691999999999999,17.59259259259259,1992.276,41.250085858585855,-0.6640932707488478,-0.8172338947066062,-0.8137740970313018,-2.093132148262354,-0.841422125143362,1.945410254507347,-3.191832132459373,1,43.6,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
128,Rangitoto Roast #128,Vegan/Plant-Based,Cafe,Waitakere,1.0165,29.79,4386,1739,985,808,854,51804.81,31910.66,25109.36,26353.67,135178.5,0.3066,0.3366,0.2695,3.0,1.7,1451.8,18483.96,2785.8,2192.05,7951.19,31413.0,0.3965,0.3721,0.3053,0.3226,0.23238162873533882,0.6774,0.4218127882762422,0.6432,213.5,4458.369,30.82045143638851,0.43398966712382725,0.7451146705541142,0.7602603267260967,0.05482728624476876,-1.5614679322043392,-1.1378466405990648,2.689639494614615,4,63.6,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
129,Mango Tree Thai #129,Chinese,Cafe,Manukau,0.99,29.79,3521,1549,760,501,711,46144.71,23954.01,15262.37,22584.03,107945.12,0.3137,0.3212,0.2558,11.6,2.37,1685.07,16847.43,2618.17,1668.18,6560.36,27694.14,0.4399,0.3854,0.2541,0.3605,0.2565575914872298,0.6395,0.3632992394653876,0.6349,56.42857142857143,3485.79,30.657517750639023,-0.09128527853614042,0.24798300551259475,0.21021751929177723,0.2601339028313902,0.0398075154034596,-2.4132431564419377,0.12463341324073542,0,44.9,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
130,Arataki Eatery #130,Cafe/Brunch,Casual Dining,Waitakere,0.99,39.55,3047,1022,1065,492,468,40420.1,47338.84,20246.05,19767.53,127772.52,0.3097,0.3906,0.2966,6.3,1.33,622.44,12113.9,146.75,62.76,5301.89,17625.3,0.3354,0.5259,0.243,0.2311,0.13794280648139365,0.7689,0.5289469911057557,0.7002999999999999,64.10958904109589,3016.53,41.93387594355104,0.2967264224317246,-0.04989727818139806,-0.08261970557347467,-1.011055208740029,0.38898355345116836,2.562059090281318,0.09124301684774257,2,39.9,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
131,Silver Fern Diner #131,Burgers,Casual Dining,East Auckland,1.0127,39.62,2112,755,506,435,416,29913.1,21747.29,19071.8,16868.31,87600.5,0.321,0.3991,0.2928,7.2,3.22,1339.52,8372.68,-280.54,-246.03,3381.92,11228.03,0.3575,0.3729,0.3206,0.3066,0.12817312686571425,0.6935,0.46596868739333674,0.7201,50.73170731707317,2138.8224,41.47750946969697,-0.5278028930246994,-0.7128854158368422,-0.6992299499901062,-0.05376566473039339,1.7827849090846428,0.8046448565912917,0.8581532322354488,2,42.3,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
132,Silver Fern Diner #132,Bakery/Desserts,Bar/Pub,Waitakere,1.0029,30.64,2840,1418,546,635,241,43447.52,19077.58,21437.96,7947.46,91910.52,0.269,0.3373,0.2632,11.7,3.61,870.01,17105.29,2489.62,2797.65,2258.91,24651.47,0.4993,0.384,0.4466,0.1695,0.2682116258291216,0.8306,0.44081504489366397,0.6063000000000001,18.976377952755907,2848.236,32.36285915492958,-0.4314864973404864,-0.18702654462767485,-0.193114116957384,-0.6093595414798918,-1.2968685672385276,1.216939868404099,-3.487519440320964,1,39.3,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
133,Golden Wok #133,Bakery/Desserts,Fine Dining,Devonport,1.0052,45.8,904,478,102,209,115,21892.4,5143.2,10928.0,5433.49,43397.09,0.3666,0.5043,0.3133,10.4,2.2,253.0,2826.31,-947.38,-2012.94,448.46,314.45,0.5288,0.2394,0.4906,0.27,0.007245877546167266,0.73,0.37032897827941924,0.8709,10.087719298245613,908.7008000000001,48.00563053097345,-1.6973210951344864,-1.8432967116936279,-1.8419913334138862,-1.97550748512651,5.889617948572891,2.343128470861636,-1.0073610224215503,3,15.8,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
134,Silver Fern Diner #134,Cafe/Brunch,Cafe,Devonport,1.0022,33.57,3394,1504,528,845,517,50489.28,19264.58,31877.36,18466.56,120097.78,0.276,0.3192,0.2535,7.8,2.32,1199.44,20438.06,2914.73,4823.04,6275.82,34451.65,0.4431,0.2794,0.4471,0.2735,0.2868633375238077,0.7264999999999999,0.42583584808978153,0.5952,58.74999999999999,3401.4668,35.38532115497937,0.15030083680881995,0.17018919699347418,0.1591128899112327,-0.20019234857148885,-0.5964090336514318,-0.8564774823764877,-1.3177290866583111,1,52.5,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
135,Tui Table #135,Burgers,Cafe,Waitakere,1.0092,32.31,4401,2345,936,596,524,75766.95,33642.56,21063.2,18239.93,148712.64,0.2764,0.3993,0.2625,7.2,3.39,1776.36,24571.22,2079.11,1301.71,4138.85,32090.89,0.5328,0.4553,0.2899,0.2549,0.21579127369401818,0.7452,0.36786220727437824,0.6757,63.90243902439025,4441.4892,33.79064758009544,0.6756300984251649,0.7532925975044369,0.751255382616614,0.3341864973820409,0.05043593487363853,0.06031579988464217,-0.716480961483975,1,47.3,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
136,Ocean & Vine #136,Pizza,Food Truck,Auckland CBD,1.0124,32.21,1410,548,258,333,271,17651.08,9020.79,11132.25,9220.28,47024.4,0.3314,0.2769,0.3291,9.9,2.01,544.71,6913.93,564.7,696.88,3066.87,11242.38,0.3887,0.2993,0.3863,0.3144,0.2390754586980376,0.6856,0.4285655957332789,0.6083,24.862385321100916,1427.484,33.350638297872344,-1.5838621695324606,-1.3126169974323654,-1.3003190492404553,-1.1642937001280123,0.10339354520660934,-0.9747347339863028,-0.8676912235449235,1,47.3,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
137,Waterfront Grill #137,Pizza,Casual Dining,Devonport,1.0177,33.09,2483,821,652,467,543,27166.89,24543.05,16895.25,18200.09,86805.28,0.3563,0.3794,0.3061,8.1,1.94,1053.42,7180.21,-1025.9,-706.22,3756.86,9204.95,0.3306,0.3923,0.281,0.3267,0.10604136061769516,0.6733,0.47737073136564967,0.7357,59.67032967032967,2526.9491000000003,34.95983890455095,-0.5458256267117169,-0.4354856860145418,-0.4134807061403219,-0.3685210309813266,0.8495031404057788,0.7155691332598292,1.8353967629469181,2,43.6,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
138,The Grill House #138,Mexican,Food Truck,South Auckland,1.0221,31.16,1611,600,378,269,364,18696.0,12296.47,8616.8,11874.09,51483.36,0.3043,0.2343,0.2693,5.6,4.12,1499.68,8626.33,2362.15,1655.29,3979.03,16622.8,0.3724,0.3739,0.2661,0.36,0.3228771393320094,0.64,0.4062141631781608,0.5386,55.151515151515156,1646.6031,31.95739292364991,-1.4501171306439822,-1.1284048374042435,-1.101837423219996,0.09905851410439699,-0.9131024145203406,-2.8370157024292078,0.4612103203001349,0,60.7,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
139,Urban Burger Bar #139,Korean BBQ,QSR,Devonport,0.99,30.94,3999,1088,1011,1096,804,33662.72,35864.01,36487.93,25112.13,131126.79,0.3516,0.4213,0.2886,8.3,3.77,3031.08,7644.8,-2205.64,-2244.01,2671.88,5867.03,0.2721,0.3473,0.3765,0.2762,0.044743183296106,0.7238,0.551770847132001,0.7729,86.4516129032258,3959.0099999999998,32.789894973743436,0.35936505958291814,0.529211332176234,0.4862545979009816,1.1260327264085834,-0.01978257597844767,2.264217290210966,1.7350040948545247,2,38.6,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
140,The Copper Pan #140,Sushi,Bar/Pub,Manukau,0.99,34.31,1944,857,458,319,310,29403.67,17687.42,11719.06,11307.57,70117.72,0.2484,0.2991,0.2846,10.7,3.46,1072.6,13305.16,2969.72,1967.63,4044.08,22286.59,0.4408,0.4213,0.2935,0.2852,0.31784533210720484,0.7148,0.419387281845445,0.5475,26.495726495726498,1924.56,36.068786008230454,-0.9446771298368092,-0.8462749061384401,-0.8681169066798411,-0.34536357331473183,-0.4902645410588909,-1.5173616621298334,-2.3064473481984495,1,47.0,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
141,Pohutukawa Pub #141,Vegan/Plant-Based,Casual Dining,Ponsonby,1.021,41.05,2166,717,359,503,587,29432.85,16680.68,22209.48,24638.64,92961.65,0.3687,0.3949,0.2,8.9,3.82,2242.34,6957.93,607.18,808.43,3582.23,11955.77,0.331,0.2478,0.3471,0.4051,0.1286097008820304,0.5949,0.41834627504998034,0.7636000000000001,59.292929292929294,2211.486,42.91858264081255,-0.40833473038306345,-0.6711140330356896,-0.6438831091118743,0.6698715257520413,3.2257933780892056,-1.0693688594775863,2.903352916295113,2,43.0,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
142,Cafe Aroha #142,Sushi,QSR,South Auckland,1.0298,37.18,4080,1229,1012,894,945,45694.22,40740.78,35112.84,37089.22,158637.06,0.3163,0.2625,0.2528,4.6,0.89,841.05,19246.41,6860.75,5913.0,14780.93,46801.09,0.3012,0.355,0.3136,0.3315,0.2950199026633499,0.6686,0.4781582563368232,0.5788,168.75,4201.584,38.881632352941175,0.8460332824490209,0.5752131190274445,0.621381819391794,-0.6511054244027805,-1.4985407052005804,-1.1196800592895688,2.581483566174842,4,72.9,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
143,Kowhai Kitchen #143,Chinese,Casual Dining,Newmarket,0.9907,44.28,3142,1106,738,657,641,48973.68,36888.83,32267.58,30450.0,148580.09,0.4,0.4693,0.2785,13.0,4.29,2749.89,6400.86,-5452.17,-4769.15,1229.93,-2590.53,0.352,0.3625,0.3227,0.3148,-0.017435243174236875,0.6852,0.4654487017742418,0.8693,45.785714285714285,3112.7794,47.28838001273074,0.6733170790316595,0.011517361654575951,-0.020802900227091376,0.9759167393697571,4.273618611059045,2.451497535103564,1.7799198199258361,2,23.4,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
144,Nikau Noodle House #144,Steakhouse,Casual Dining,Ponsonby,0.99,42.6,2712,962,549,596,605,40981.2,24787.85,28673.05,26146.21,120588.31,0.2842,0.4243,0.2693,3.0,3.23,1954.15,11946.02,550.29,636.54,5667.47,18800.32,0.3547,0.3137,0.3406,0.3457,0.15590499609788047,0.6543,0.4433340180320961,0.7085,151.25,2684.88,44.46471607669616,0.15979440474040663,-0.2742631765640572,-0.30351836023867856,0.46990847360343985,1.972893861044683,-0.551668931223516,1.9834185762443175,2,45.5,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
145,Pohutukawa Pub #145,Bar & Grill,QSR,South Auckland,1.0135,31.62,4823,1567,1427,1131,698,49548.54,50493.63,40050.37,22764.41,162856.95,0.2793,0.2661,0.2874,7.9,3.91,2729.18,22524.77,8442.53,6696.42,7619.52,45283.24,0.3249,0.4383,0.3474,0.2144,0.27805531173216735,0.7857000000000001,0.5559725882131527,0.5454,78.42696629213482,4888.110500000001,33.766732324279495,0.9169012291856824,0.9780573994260601,0.9840576645773546,0.9643722278235687,-3.2458827494274587,1.0824122950179917,-0.5839536176884859,4,62.9,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
146,Manuka Street Food #146,Korean BBQ,Cafe,East Auckland,1.019,32.23,3275,1406,706,594,569,45315.38,23624.93,21089.86,19288.26,109318.43,0.2926,0.3756,0.3139,7.3,3.23,1837.87,15035.64,422.89,377.51,4561.97,20398.01,0.4293,0.3777,0.3178,0.3044,0.18659259925339214,0.6955,0.40903249342311265,0.6682,68.55421686746988,3337.225,33.379673282442745,-0.0633386810174232,0.09600128531486547,0.11975432115153722,0.3823483728877504,0.09808833252979747,-0.3876112427741685,0.3717910099068236,2,49.8,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
147,Harbor Bites #147,Burgers,Fine Dining,Manukau,1.024,47.23,884,465,120,191,108,21961.95,6007.18,9832.68,5272.09,43073.9,0.3619,0.4629,0.2704,10.0,2.85,307.8,3847.73,-571.88,-936.07,615.87,2955.65,0.526,0.2864,0.4558,0.2578,0.06861811909300064,0.7422,0.36773684296058634,0.8248,9.818181818181818,905.216,48.726131221719456,-1.7076519702161963,-1.866932573481658,-1.846092006929556,-1.778957490179448,5.209932207253886,2.1289437724686318,-0.9015979017828941,3,26.3,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
148,Southern Smoke BBQ #148,Sushi,QSR,Devonport,1.0197,32.42,5726,1885,1661,1250,930,61111.7,58046.94,41499.26,30572.27,191230.17,0.3585,0.2742,0.2483,11.5,2.5,2325.0,22446.33,6907.59,4938.41,8904.19,43196.52,0.3292,0.4324,0.3254,0.2421,0.22588757830419748,0.7578,0.5205569811499933,0.6327,74.4,5838.8022,33.396816276632904,1.3717138064768903,1.4289201398813398,1.4466855503814098,0.7233361093253651,-2.1087069914544734,1.421921992577046,0.7178048390089778,4,60.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
149,Kiwi Kitchen Co #149,Indian,Cafe,Waitakere,0.9994,31.46,4268,1729,731,994,814,54394.34,24420.83,34835.58,25668.0,139318.75,0.2599,0.3879,0.2897,13.4,3.2,2604.8,19157.69,1526.3,2177.22,6435.47,29296.68,0.4051,0.2879,0.3915,0.3206,0.21028526311067247,0.6794,0.42532975640392984,0.6478,56.52777777777778,4265.4392,32.64263120899719,0.5091208826408828,0.6803015334920441,0.6563027228990479,0.8934927947734304,-0.21454832539827462,-1.1860109899932945,-0.48475847268517064,1,46.8,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
150,Harbor Bites #150,Indian,Cafe,Ponsonby,0.9916,33.88,4247,1823,759,1033,632,61763.24,27522.99,38177.53,22108.65,149572.41,0.3071,0.3695,0.2702,7.0,2.46,1554.72,19974.23,1464.22,2031.04,5595.22,29064.71,0.4292,0.3131,0.4262,0.2607,0.1943186581001135,0.7393000000000001,0.4392556087048407,0.6766,79.0,4211.3252,35.2183682599482,0.69060875613835,0.6686761049477596,0.6267260358993508,0.14850189241060668,-0.017501759874880292,0.4831141643444085,-0.4459998785630563,1,45.5,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
151,Manuka Street Food #151,Bakery/Desserts,Cafe,South Auckland,1.0052,30.79,3195,1398,511,593,693,43044.42,17725.79,19266.27,22445.67,102482.15,0.3149,0.3608,0.2753,11.6,3.75,2598.75,13959.31,868.56,944.05,4680.38,20452.3,0.4376,0.2844,0.33,0.3856,0.1995693884252038,0.6144000000000001,0.36096100638013545,0.6757,55.0,3211.6140000000005,32.075790297339594,-0.20422026676782573,0.04538831891663074,0.04169249497865064,0.8899751977119565,1.0281055581186758,-2.4405979078349644,0.7429941270036144,0,43.7,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
152,Kowhai Kitchen #152,Vegan/Plant-Based,Bar/Pub,Manukau,0.9975,33.45,1970,970,364,445,191,32446.5,12825.6,15817.36,6682.32,67771.78,0.2811,0.3379,0.2712,10.2,1.05,200.55,12362.12,1408.25,1736.75,2345.41,17852.53,0.4924,0.364,0.445,0.191,0.26342129423190597,0.8089999999999999,0.42263844921883414,0.619,17.05357142857143,1965.075,34.40191878172589,-1.0043360286233307,-0.8252749215070773,-0.8354910644916089,-2.1993022527227954,-0.3519485695677486,0.966703663794407,-3.3781171795793132,1,37.4,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
153,The Brass Fork #153,Indian,Fine Dining,East Auckland,0.99,43.55,865,476,140,135,114,20729.8,6809.66,6711.92,5026.76,39278.14,0.3212,0.4716,0.3473,3.5,2.2,250.8,4295.21,-954.03,-940.34,790.74,3191.58,0.5503,0.3599,0.347,0.2931,0.08125588431631436,0.7069,0.34425204452145647,0.7928,25.333333333333332,856.35,45.40825433526012,-1.8319542049686357,-1.8896283880868598,-1.904442898962514,-1.984097161809676,4.885117425287885,0.8689072772907722,-1.0507125129496266,3,22.3,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
154,Kowhai Kitchen #154,Bakery/Desserts,QSR,Newmarket,1.0427,34.22,5643,1715,1242,1514,1172,58687.3,43758.54,57050.45,41551.88,201048.17,0.3422,0.3115,0.2128,16.2,5.05,5918.6,20323.41,5841.77,7616.24,8470.82,42252.24,0.3039,0.3162,0.3854,0.2984,0.21015978409552297,0.7016,0.5014170982008938,0.6537,68.13953488372093,5883.956099999999,35.62788764841397,1.521280610732584,1.3889946276860718,1.467688495621887,2.233641828618294,-1.1671658927897584,0.3177437426434631,1.5880398991270985,4,63.9,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
155,The Copper Pan #155,Italian,Food Truck,South Auckland,1.0368,30.01,1520,580,342,322,276,17405.8,11490.37,10454.33,8527.58,47878.08,0.3269,0.253,0.2683,4.5,2.11,582.36,7312.18,1744.24,1586.97,3000.08,13643.47,0.3816,0.3638,0.3426,0.2936,0.2849627637532666,0.7064,0.4583454474364887,0.5799000000000001,50.18181818181818,1575.936,31.498736842105263,-1.557790303962069,-1.2103323516105047,-1.1643291877594018,-1.0879869589466025,-1.2654155311565554,-0.7442199041343429,0.15736287824395484,4,60.6,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
156,Arataki Eatery #156,Italian,Bar/Pub,Manukau,1.019,37.19,2455,1289,509,333,324,47937.91,21257.36,13631.61,12313.88,95140.76,0.278,0.3079,0.2799,11.0,2.54,822.96,19851.09,2852.74,1829.36,4276.22,28809.41,0.5251,0.4365,0.2856,0.2779,0.3028082811194697,0.7221,0.3667089689003956,0.5859000000000001,27.0,2501.645,38.75387372708757,-0.3607437265687906,-0.45568592373701344,-0.4314136559702743,-0.6777811061925153,0.39763864991932313,-1.068237752451742,-1.8453817882002899,1,50.3,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
157,Spice Route #157,Thai,QSR,North Shore,0.9982,34.35,5360,1773,1640,1176,771,60902.55,60402.49,43376.25,28028.96,192710.25,0.3061,0.3847,0.2566,10.9,1.83,1410.93,18831.07,3177.17,2281.59,7255.62,31545.45,0.3308,0.4572,0.3279,0.2149,0.16369368001961496,0.7851,0.5385221595633859,0.6908,64.78991596638656,5350.352,35.95340485074627,1.3944982537070265,1.2506703542033972,1.2141046491854792,0.016119636366014965,-1.1649826627433248,2.475570717505666,-0.045549560426097396,4,46.6,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
158,Silver Fern Diner #158,Sushi,Bar/Pub,Ponsonby,1.0148,34.69,1992,916,331,467,278,31776.04,12790.49,17514.45,9882.72,71963.7,0.2668,0.2875,0.307,10.5,3.17,881.26,14162.58,1774.04,2429.25,3523.47,21889.34,0.4598,0.3076,0.434,0.2584,0.3041719644765347,0.7416,0.42111425621528636,0.5543,24.17391304347826,2021.4815999999998,36.126355421686746,-0.8984173138426245,-0.8076106664810362,-0.7906202318064265,-0.593448065796972,-0.511018318080236,-0.8217276049604737,-2.5295378897678074,1,51.9,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
159,Karaka Kebabs #159,Bakery/Desserts,QSR,South Auckland,1.0216,34.65,4821,1310,1391,1389,731,45391.5,54896.15,50907.82,26423.66,177619.13,0.2976,0.3214,0.3044,7.8,1.99,1454.69,17294.16,4205.05,3899.54,8612.72,34011.47,0.2717,0.3962,0.3956,0.2082,0.19148539912339396,0.7918000000000001,0.595678911387529,0.619,83.06818181818181,4925.1336,36.842798174652565,1.1579904527172404,0.977015233435926,1.0028714826754732,0.05753056067447543,-2.3469577863086397,2.5298516333486125,0.27384225485675273,4,59.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
160,Tui Table #160,Burgers,Food Truck,South Auckland,1.0166,31.33,1414,554,281,335,244,17356.82,9896.21,11305.61,8209.13,46767.77,0.3092,0.234,0.2786,12.4,2.6,634.4,7928.6,1763.5,2014.66,3115.53,14822.29,0.3918,0.3267,0.3895,0.2837,0.31693386278627356,0.7162,0.4533425476562171,0.5432,18.208955223880597,1437.4723999999999,33.07480198019802,-1.5917450640204707,-1.308831012431232,-1.2909546690927156,-0.98888228828086,-1.1284472442483011,-1.1412018741073595,-1.7771679216641985,1,53.3,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
161,Pohutukawa Pub #161,Sushi,Casual Dining,Manukau,1.0247,33.68,2016,669,461,528,358,22531.92,16625.1,19723.65,12577.62,71458.29,0.3209,0.468,0.2719,4.0,3.73,1335.34,4756.49,-1010.81,-1199.2,1319.8,3866.28,0.3318,0.3422,0.392,0.2658,0.054105408903571586,0.7342,0.5086708624009895,0.7889,71.6,2065.7952,35.44558035714285,-0.9110243611564867,-0.7884483458872072,-0.7558043850600515,-0.0579498408669794,1.0662852561221923,2.306327711836982,1.5943408762454871,2,41.8,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
162,Arataki Eatery #162,Cafe/Brunch,Casual Dining,East Auckland,1.0155,43.05,2111,767,524,393,427,33019.35,24429.35,17344.87,19289.74,94083.31,0.2945,0.3348,0.2766,9.3,2.03,866.81,12240.27,2298.8,1632.15,6283.9,22455.12,0.3633,0.3899,0.2924,0.3177,0.23867272526870068,0.6823,0.4440130773460245,0.6293,41.45631067961165,2143.7205000000004,44.568124111795356,-0.3837705751780981,-0.713663824381447,-0.6954700169495007,-0.6139161298407075,1.3069641994003836,-0.46307334517243326,0.029536000200426623,2,50.5,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
163,Nikau Noodle House #163,Indian,QSR,Ponsonby,1.0231,30.25,6032,1719,2359,1020,934,51999.75,80016.86,34661.07,28419.06,195096.74,0.2685,0.2632,0.2769,7.5,3.67,3427.78,24351.48,15315.23,6634.13,9880.87,56181.71,0.285,0.547,0.2365,0.2166,0.28796847143627313,0.7835000000000001,0.5878003394623611,0.5317000000000001,109.88235294117646,6171.339199999999,32.34362400530504,1.4310561379431928,1.573738698001618,1.5995237819386803,1.3195489997684635,-4.41455031384841,1.2319612485495004,0.5888492058745691,4,71.4,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
164,Nikau Noodle House #164,Pizza,Bar/Pub,Manukau,1.0116,30.21,2077,939,385,471,282,28367.19,12305.87,15036.93,8640.63,64350.62,0.2374,0.2915,0.2776,7.1,3.7,1043.4,13363.78,2381.19,2909.65,3027.2,21681.82,0.4521,0.3383,0.4139,0.2478,0.3369325734546147,0.7522,0.42490344304375005,0.5288999999999999,34.81481481481482,2101.0932000000003,30.982484352431392,-1.0931838178311688,-0.7402371752274516,-0.728336802729064,-0.3807560683778715,-1.7321692752020774,-1.1783828505364313,-2.497516876577266,1,55.9,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
165,Nikau Noodle House #165,Burgers,QSR,Manukau,1.0171,29.79,4383,1201,1312,1066,804,35777.79,43950.68,35209.07,24144.59,139082.13,0.3067,0.3162,0.2744,11.0,3.96,3183.84,13491.8,4513.73,3615.97,5921.08,27542.58,0.274,0.4123,0.335,0.2527,0.19803104827341947,0.7473000000000001,0.5691583095542181,0.6229,67.0,4457.949299999999,31.732176591375772,0.5048567830403821,0.7434774547193118,0.7600366332877835,1.202871081766479,-2.4319353114694486,1.2704757145955752,0.5916437594536724,4,58.1,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
166,Kiwi Kitchen Co #166,Bar & Grill,QSR,North Shore,0.99,29.79,5342,1815,1385,1170,972,54068.85,43844.0,38463.61,30727.55,167104.01,0.2992,0.2313,0.2876,13.3,2.95,2867.4,25385.33,7975.22,6996.53,11559.18,51916.26,0.3398,0.3927,0.3317,0.2756,0.31068231097506277,0.7243999999999999,0.49255317092629913,0.5305,67.97202797202797,5288.58,31.28116997379259,0.9873223600749891,1.2417536289255608,1.1839509672375113,1.0401086787605758,-2.8575834889414846,-0.8082006617388494,-0.8982169396178684,4,59.3,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
167,Ocean & Vine #167,Bakery/Desserts,QSR,Auckland CBD,1.0133,32.18,6077,2024,1586,1260,1207,65132.32,57405.87,44797.79,41438.72,208774.7,0.3065,0.2761,0.3026,8.3,5.31,6409.17,27186.23,6590.19,5142.79,10887.35,49806.56,0.3331,0.3913,0.3109,0.2978,0.23856607146363998,0.7021999999999999,0.48954044719020073,0.5826,129.78494623655914,6157.824100000001,34.354895507651804,1.6364848194214008,1.5947315265898518,1.5933931526868435,2.3747190478182962,-2.1938476966247156,-0.44274673141573784,1.408774697844839,4,66.4,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
